Customer_ID,Gender,Age,City,Tenure_Months,Contract_Type,Plan_Type,Internet_Service,Payment_Method,Monthly_Charges,Total_Charges,Data_Usage_GB,Support_Calls,Late_Payments,Satisfaction_Score,Discount_Percent,Churn
CUST10038,Female,32,Ahmedabad,21,Monthly,Standard,Fiber,Cash,1109.31,22954.3,246.3,0.0,2.0,8.0,0.0,Yes
CUST10039,Female,64,Pune,15,Monthly,Standard,DSL,UPI,1086.84,16335.77,80.8,3.0,0.0,7.0,0.0,No
CUST10040,Female,68,Pune,9,Monthly,Standard,Fiber,UPI,1298.39,,159.7,1.0,1.0,8.0,25.0,Yes
CUST10041,Female,61,Bengaluru,39,Monthly,Standard,Fiber,Bank Transfer,1182.19,41119.87,215.0,0.0,0.0,8.0,10.0,No
CUST10042,Female,69,Pune,29,Monthly,Basic,Fiber,Credit Card,886.4,25256.08,219.6,0.0,1.0,6.0,5.0,No
CUST10043,Male,20,Kochi,72,Monthly,Premium,Fiber,Bank Transfer,1568.26,113462.8,151.3,4.0,0.0,6.0,0.0,No
CUST10044,Male,54,Jaipur,44,Quarterly,Standard,DSL,Bank Transfer,1093.06,45470.96,69.9,1.0,0.0,7.0,5.0,No
CUST10045,Male,68,Hyderabad,6,Quarterly,Standard,Fiber,UPI,1222.99,7630.31,205.9,6.0,1.0,4.0,0.0,No
CUST10046,Male,24,Bengaluru,7,Monthly,Premium,DSL,Debit Card,1528.37,9742.04,110.4,2.0,1.0,5.0,15.0,No
CUST10047,Male,38,Delhi,35,Monthly,Basic,Fiber,Debit Card,891.1,31362.35,166.9,1.0,1.0,6.0,0.0,No
CUST10048,Male,26,Ahmedabad,36,Yearly,,Fiber,Bank Transfer,1000.8,32342.93,205.3,3.0,1.0,5.0,10.0,No
CUST10049,Female,56,Pune,20,Monthly,Premium,DSL,Credit Card,1497.8,26053.77,117.1,1.0,0.0,9.0,10.0,No
CUST10050,Female,35,Hyderabad,39,Yearly,Premium,DSL,UPI,1544.11,57175.67,79.2,3.0,0.0,6.0,5.0,No
CUST10051,Male,21,Bengaluru,28,Monthly,Standard,DSL,Debit Card,1002.33,24880.11,133.9,3.0,0.0,8.0,10.0,No
CUST10052,Male,42,Hyderabad,24,Monthly,Basic,DSL,Cash,875.41,17561.29,47.1,2.0,4.0,5.0,15.0,Yes
CUST10053,Female,31,Hyderabad,43,Quarterly,Standard,Fiber,UPI,1155.56,49528.96,96.6,4.0,0.0,5.0,0.0,No
CUST10054,Female,67,Jaipur,2,Yearly,Basic,DSL,UPI,709.31,1166.46,92.0,3.0,0.0,6.0,10.0,No
CUST10055,Female,26,Pune,56,Monthly,Standard,Fiber,Credit Card,1168.51,58704.52,56.3,2.0,1.0,6.0,10.0,No
CUST10056,Male,43,Delhi,70,Monthly,Basic,Fiber,Bank Transfer,859.98,56521.57,328.7,1.0,0.0,8.0,5.0,No
CUST10057,Female,70,Chennai,7,Monthly,Premium,,Credit Card,1401.48,8935.93,1.3,2.0,0.0,8.0,0.0,Yes
CUST10058,Male,19,Bengaluru,36,Yearly,Standard,Fiber,UPI,1241.75,45114.77,107.4,5.0,0.0,7.0,0.0,No
CUST10059,Male,37,Kochi,9,Quarterly,Premium,DSL,Debit Card,1489.67,11575.07,90.7,0.0,1.0,5.0,20.0,No
CUST10060,Female,45,Delhi,13,Monthly,Basic,Fiber,UPI,748.68,9298.36,192.4,2.0,1.0,9.0,5.0,No
CUST10061,Female,64,Hyderabad,13,Monthly,Standard,Fiber,UPI,1302.84,16389.32,268.0,5.0,0.0,5.0,0.0,No
CUST10062,Male,24,Delhi,28,Monthly,Premium,Fiber,Credit Card,1516.92,42968.75,219.8,1.0,1.0,7.0,0.0,No
CUST10063,Female,61,Pune,26,Monthly,Basic,DSL,Credit Card,747.09,20459.86,125.4,1.0,0.0,9.0,0.0,No
CUST10064,Female,25,Pune,18,Monthly,Standard,Fiber,Credit Card,1143.66,21192.63,147.6,5.0,,6.0,0.0,No
CUST10065,Male,64,Kolkata,4,Quarterly,Standard,Fiber,UPI,1219.17,5305.62,206.3,3.0,0.0,8.0,5.0,No
CUST10066,Female,52,Mumbai,15,Monthly,Standard,DSL,Credit Card,1172.72,17006.89,120.0,3.0,0.0,8.0,0.0,No
CUST10067,Male,31,Delhi,56,Monthly,Basic,Fiber,Bank Transfer,823.09,38897.16,181.9,0.0,0.0,8.0,15.0,No
CUST10068,Male,34,Bengaluru,36,Quarterly,Standard,Fiber,Credit Card,1142.48,33506.93,175.6,1.0,1.0,8.0,20.0,Yes
CUST10069,Female,53,Pune,10,Monthly,Standard,DSL,Debit Card,1061.17,9477.35,149.2,0.0,3.0,6.0,5.0,No
CUST10070,Male,67,Bengaluru,24,Monthly,Standard,,UPI,975.6,18454.7,9.0,3.0,2.0,5.0,20.0,No
CUST10071,Male,57,Chennai,19,Monthly,Basic,Fiber,UPI,866.03,15726.37,87.0,1.0,0.0,6.0,5.0,No
CUST10072,Female,21,Ahmedabad,59,Monthly,Standard,DSL,Bank Transfer,992.7,52981.4,122.3,0.0,2.0,5.0,10.0,No
CUST10073,Female,19,Jaipur,19,Yearly,Standard,Fiber,Credit Card,1213.11,22911.57,180.9,1.0,1.0,6.0,0.0,Yes
CUST10074,Female,23,Hyderabad,8,Quarterly,Basic,Fiber,Credit Card,900.6,7209.95,71.7,0.0,0.0,7.0,0.0,No
CUST10075,Male,59,Hyderabad,18,,Standard,DSL,Bank Transfer,968.0,17506.61,111.8,1.0,1.0,6.0,0.0,No
CUST10076,Male,21,Bengaluru,59,Monthly,Premium,,Bank Transfer,1217.57,71723.13,0.5,2.0,0.0,8.0,0.0,No
CUST10077,Female,46,Pune,45,Monthly,Basic,Fiber,Bank Transfer,742.56,28151.74,123.2,5.0,0.0,5.0,15.0,No
CUST10078,,35,Ahmedabad,23,Quarterly,Standard,Fiber,Debit Card,1197.57,27483.18,136.9,5.0,2.0,6.0,0.0,No
CUST10079,Female,43,Mumbai,10,Monthly,Standard,Fiber,UPI,1100.32,10732.55,248.5,6.0,0.0,4.0,0.0,Yes
CUST10080,Female,61,Hyderabad,35,Monthly,Basic,Fiber,Cash,1097.52,31177.02,176.7,0.0,1.0,7.0,20.0,No
CUST10081,Male,51,Ahmedabad,8,Monthly,Basic,DSL,Cash,794.39,5872.41,74.8,2.0,0.0,7.0,10.0,Yes
CUST10082,Female,27,Jaipur,27,Monthly,Standard,Fiber,UPI,1220.3,31264.07,113.9,1.0,3.0,8.0,5.0,No
CUST10083,Male,53,Mumbai,33,Quarterly,Standard,Fiber,Bank Transfer,1242.16,40871.95,145.9,0.0,0.0,8.0,0.0,No
CUST10084,Male,31,Chennai,7,Yearly,Basic,DSL,Credit Card,710.69,4750.15,147.6,3.0,1.0,7.0,15.0,Yes
CUST10085,Female,48,Mumbai,19,Yearly,Premium,DSL,Debit Card,1438.63,27150.08,136.8,1.0,0.0,6.0,0.0,No
CUST10086,Male,65,Bengaluru,28,Monthly,Standard,Fiber,UPI,1240.43,31621.38,209.2,0.0,0.0,9.0,10.0,No
CUST10087,Female,32,Jaipur,31,Quarterly,Basic,DSL,Debit Card,671.93,19339.4,102.3,3.0,0.0,7.0,10.0,No
CUST10088,Male,25,Ahmedabad,32,Quarterly,Standard,,UPI,904.65,27747.54,5.9,2.0,1.0,5.0,5.0,No
CUST10089,Male,31,Kolkata,13,Yearly,Premium,Fiber,Debit Card,1768.57,17586.8,220.7,3.0,0.0,7.0,20.0,No
CUST10090,Male,40,Bengaluru,15,Monthly,Basic,DSL,UPI,631.61,9262.27,17.4,2.0,1.0,7.0,0.0,No
CUST10091,Female,57,Ahmedabad,15,Quarterly,Standard,DSL,Credit Card,1092.62,13503.68,90.0,4.0,1.0,5.0,15.0,Yes
CUST10092,Male,38,Hyderabad,1,Monthly,Standard,Fiber,Debit Card,1134.52,423.17,104.4,2.0,0.0,7.0,10.0,No
CUST10093,,33,Delhi,50,Quarterly,Basic,Fiber,Bank Transfer,955.28,43533.32,165.9,5.0,1.0,4.0,10.0,Yes
CUST10094,Male,62,Chennai,19,Monthly,Basic,DSL,UPI,777.11,11263.07,114.6,2.0,0.0,8.0,25.0,Yes
CUST10095,Male,35,Bengaluru,41,Quarterly,Basic,Fiber,Bank Transfer,1050.37,37476.28,185.7,2.0,2.0,7.0,10.0,No
CUST10096,Female,64,Kolkata,43,Yearly,Basic,Fiber,Credit Card,1036.12,37864.58,135.0,3.0,0.0,5.0,15.0,No
CUST10097,Female,70,Chennai,69,Monthly,Basic,Fiber,Bank Transfer,784.15,,209.8,2.0,2.0,6.0,0.0,No
CUST10098,Female,41,Mumbai,9,Monthly,Premium,DSL,Credit Card,1511.14,12023.59,133.9,,1.0,7.0,15.0,No
CUST10099,Female,43,Mumbai,29,Monthly,Premium,Fiber,Bank Transfer,1659.77,40582.93,83.9,5.0,0.0,4.0,15.0,Yes
CUST10100,Female,42,Mumbai,20,Monthly,Basic,Fiber,Debit Card,995.11,15085.09,236.8,2.0,1.0,8.0,25.0,No
CUST10101,Male,62,Bengaluru,22,Monthly,Standard,Fiber,Credit Card,1237.79,21937.98,124.8,2.0,1.0,6.0,20.0,No
CUST10102,Male,58,Chennai,33,Monthly,Basic,DSL,Credit Card,797.72,25914.31,99.5,0.0,0.0,7.0,0.0,No
CUST10103,Female,46,Ahmedabad,13,Yearly,Basic,Fiber,Cash,817.39,9591.13,167.0,4.0,0.0,5.0,5.0,No
CUST10104,Male,32,Bengaluru,18,Monthly,Basic,Fiber,Bank Transfer,,14459.74,215.5,6.0,0.0,5.0,20.0,No
CUST10105,Male,62,Bengaluru,2,Quarterly,Standard,Fiber,Credit Card,1182.67,2324.73,136.8,1.0,0.0,5.0,10.0,No
CUST10106,Male,18,Chennai,14,Yearly,Premium,Fiber,UPI,1654.69,22032.56,227.0,3.0,1.0,6.0,5.0,Yes
CUST10107,Female,42,Ahmedabad,59,Yearly,Standard,Fiber,Bank Transfer,1192.44,70958.92,,2.0,0.0,8.0,0.0,No
CUST10108,Male,24,Delhi,35,Quarterly,Standard,DSL,Cash,1085.78,36980.9,90.7,2.0,1.0,8.0,5.0,No
CUST10109,Male,26,Delhi,32,Monthly,Basic,DSL,UPI,799.29,23770.1,75.5,2.0,0.0,8.0,10.0,No
CUST10110,Male,41,Chennai,36,Yearly,Basic,DSL,Cash,800.8,23817.11,113.1,4.0,1.0,8.0,15.0,No
CUST10111,Female,18,Mumbai,21,Monthly,Premium,Fiber,UPI,1540.5,30749.28,221.7,2.0,0.0,7.0,5.0,No
CUST10112,Male,61,Bengaluru,43,Yearly,Basic,Fiber,Cash,1093.5,46881.94,143.3,3.0,0.0,6.0,0.0,No
CUST10113,Male,25,Kolkata,13,Quarterly,Premium,,Bank Transfer,1270.31,15810.27,8.8,3.0,2.0,7.0,10.0,Yes
CUST10114,Female,41,Pune,19,Quarterly,Basic,Fiber,Credit Card,950.54,14804.36,145.7,2.0,1.0,7.0,20.0,No
CUST10115,Female,28,Chennai,19,Monthly,Standard,DSL,Credit Card,1054.72,18390.18,55.5,4.0,0.0,6.0,5.0,No
CUST10116,Male,68,Kolkata,45,Quarterly,,,Debit Card,1161.34,40887.53,6.2,2.0,2.0,7.0,20.0,No
CUST10117,Male,34,Pune,12,Yearly,Basic,DSL,Debit Card,812.63,10074.8,91.6,4.0,1.0,5.0,5.0,Yes
CUST10118,Female,25,Mumbai,18,Yearly,Standard,Fiber,Cash,1221.47,17582.98,149.7,1.0,1.0,9.0,20.0,No
CUST10119,Female,52,Delhi,15,Monthly,Standard,Fiber,Bank Transfer,1271.11,16187.79,158.8,2.0,1.0,5.0,15.0,No
CUST10120,,52,Bengaluru,57,Yearly,Basic,Fiber,Debit Card,846.81,36029.22,137.4,4.0,0.0,7.0,25.0,No
CUST10121,Female,50,Bengaluru,43,Monthly,Standard,DSL,,1023.42,,136.0,2.0,0.0,7.0,15.0,No
CUST10122,Female,22,Pune,30,Quarterly,Basic,DSL,Debit Card,771.43,23162.53,84.6,1.0,1.0,8.0,0.0,No
CUST10123,Female,59,Ahmedabad,36,Quarterly,Basic,DSL,Bank Transfer,753.86,22114.55,150.8,3.0,0.0,6.0,20.0,No
CUST10124,Female,56,Kochi,10,Monthly,Basic,Fiber,Bank Transfer,877.11,7879.94,199.7,4.0,,8.0,10.0,No
CUST10125,Male,58,Pune,32,Monthly,Premium,DSL,Cash,1471.51,47612.04,118.2,2.0,0.0,8.0,0.0,No
CUST10126,Female,45,Mumbai,27,Quarterly,Basic,DSL,UPI,864.38,23682.16,114.7,,1.0,7.0,0.0,No
CUST10127,Female,24,Bengaluru,12,Monthly,Basic,Fiber,Debit Card,936.63,11128.95,273.1,2.0,0.0,8.0,5.0,No
CUST10128,Male,26,Ahmedabad,5,Monthly,Standard,Fiber,Credit Card,1293.84,5590.39,188.8,0.0,0.0,8.0,15.0,Yes
CUST10129,Female,25,Chennai,23,Quarterly,Basic,DSL,Credit Card,736.57,15165.18,128.2,1.0,1.0,7.0,10.0,No
CUST10130,Female,29,Pune,22,Yearly,Standard,Fiber,Credit Card,1204.36,24595.74,236.6,2.0,1.0,5.0,5.0,No
CUST10131,Male,51,Kolkata,5,Quarterly,Basic,Fiber,Bank Transfer,919.45,5089.91,125.1,1.0,3.0,,0.0,No
CUST10132,Female,50,Pune,26,Monthly,Standard,Fiber,Credit Card,1164.44,28889.67,116.1,0.0,1.0,7.0,5.0,No
CUST10133,Male,65,Ahmedabad,35,Monthly,Standard,DSL,Credit Card,1070.13,37327.17,126.1,0.0,1.0,8.0,0.0,No
CUST10134,Male,40,Bengaluru,42,Quarterly,Standard,Fiber,UPI,1325.43,52316.59,277.4,2.0,1.0,8.0,5.0,No
CUST10135,Male,41,Kolkata,20,Quarterly,Basic,Fiber,UPI,1039.55,16227.26,100.8,1.0,1.0,6.0,25.0,No
CUST10136,Male,54,Ahmedabad,25,Quarterly,,DSL,Debit Card,1160.02,23193.52,83.8,2.0,0.0,9.0,20.0,No
CUST10137,Female,52,Delhi,41,Yearly,Standard,DSL,UPI,1074.46,44994.21,126.0,1.0,0.0,6.0,0.0,No
CUST10138,Male,61,Pune,21,Monthly,Basic,DSL,UPI,692.47,12052.0,89.4,2.0,1.0,8.0,10.0,No
CUST10139,Male,57,Delhi,13,Monthly,Basic,Fiber,Debit Card,1095.76,13689.07,,2.0,1.0,9.0,5.0,No
CUST10140,Female,39,Kochi,13,Yearly,Basic,DSL,UPI,708.89,8536.99,141.1,0.0,3.0,8.0,0.0,No
CUST10141,Male,44,Bengaluru,37,Monthly,Standard,DSL,UPI,1171.95,32155.41,138.5,1.0,2.0,7.0,25.0,No
CUST10142,Male,52,Chennai,25,Quarterly,Premium,,Bank Transfer,1279.28,30244.53,5.3,2.0,0.0,8.0,5.0,No
CUST10143,Male,18,Mumbai,17,Yearly,Basic,Fiber,Bank Transfer,817.36,13512.51,265.0,2.0,1.0,6.0,5.0,No
CUST10144,Male,52,Kolkata,12,Yearly,Basic,Fiber,Credit Card,781.45,8575.68,140.3,2.0,1.0,5.0,10.0,No
CUST10145,Female,54,Mumbai,17,Quarterly,Basic,Fiber,Credit Card,1011.24,16917.04,177.6,2.0,1.0,6.0,0.0,No
CUST10146,Male,64,Mumbai,24,Monthly,Basic,DSL,Cash,704.06,16563.02,86.4,2.0,0.0,10.0,0.0,No
CUST10147,Female,31,Hyderabad,55,Yearly,Standard,Fiber,UPI,1099.2,59598.25,160.1,2.0,2.0,5.0,0.0,No
CUST10148,Female,20,Jaipur,45,Quarterly,Premium,Fiber,Debit Card,1578.5,67174.94,168.6,0.0,0.0,9.0,5.0,No
CUST10149,Male,18,Mumbai,60,Monthly,Basic,Fiber,Debit Card,899.59,53603.4,109.6,3.0,1.0,6.0,0.0,No
CUST10150,Male,22,Bengaluru,15,Quarterly,Standard,Fiber,Bank Transfer,1229.68,15351.54,172.5,1.0,3.0,6.0,20.0,No
CUST10151,Male,43,Kolkata,4,Monthly,Standard,Fiber,Cash,1225.54,4212.99,182.7,0.0,2.0,9.0,10.0,No
CUST10152,Male,31,Hyderabad,19,Yearly,Premium,,Credit Card,1191.4,17914.5,1.6,3.0,0.0,7.0,20.0,Yes
CUST10153,Female,56,Jaipur,32,Monthly,Standard,DSL,,1050.13,28668.45,155.2,1.0,0.0,9.0,15.0,No
CUST10154,Female,44,Bengaluru,27,Yearly,Basic,Fiber,Debit Card,1037.4,25892.18,99.2,3.0,2.0,9.0,10.0,Yes
CUST10155,Female,26,Pune,72,Yearly,Premium,Fiber,Cash,1515.8,109810.75,118.9,2.0,0.0,7.0,0.0,No
CUST10156,Male,32,Mumbai,36,Yearly,Basic,Fiber,Bank Transfer,937.68,31576.41,163.4,3.0,1.0,7.0,10.0,No
CUST10157,Female,32,Bengaluru,14,Quarterly,Standard,DSL,Debit Card,965.68,12819.31,117.5,3.0,1.0,7.0,0.0,No
CUST10158,Male,43,Pune,46,Yearly,Premium,Fiber,Bank Transfer,1567.07,72167.14,168.4,3.0,1.0,6.0,0.0,No
CUST10159,Male,59,Chennai,5,Monthly,Basic,,UPI,640.59,2830.59,8.7,4.0,1.0,6.0,10.0,No
CUST10160,Male,30,Kolkata,16,Monthly,Standard,DSL,Credit Card,887.33,11865.85,,2.0,0.0,8.0,10.0,No
CUST10161,Male,68,Delhi,17,Yearly,Premium,Fiber,UPI,1767.85,29469.97,198.0,4.0,0.0,7.0,0.0,No
CUST10162,Male,49,Hyderabad,48,Monthly,Premium,DSL,UPI,1346.53,61856.8,154.9,1.0,1.0,7.0,5.0,No
CUST10163,Female,56,Hyderabad,28,Monthly,Standard,DSL,Debit Card,889.25,25162.35,94.2,4.0,0.0,3.0,0.0,Yes
CUST10164,Female,66,Kochi,12,Monthly,Basic,Fiber,Bank Transfer,901.55,9996.31,170.2,3.0,0.0,5.0,10.0,No
CUST10165,Male,69,Delhi,8,Monthly,Standard,Fiber,Debit Card,1165.68,7217.81,177.3,4.0,0.0,8.0,25.0,No
CUST10166,Female,49,Delhi,31,Quarterly,Standard,DSL,Debit Card,1000.52,27072.25,79.4,5.0,1.0,4.0,10.0,No
CUST10167,Male,21,Delhi,72,Quarterly,Standard,Fiber,UPI,1251.32,76031.8,116.2,1.0,2.0,8.0,15.0,No
CUST10168,Male,47,Chennai,20,Monthly,Premium,Fiber,Debit Card,1525.95,28724.91,145.9,1.0,2.0,6.0,5.0,No
CUST10169,Male,54,Mumbai,5,Yearly,Basic,Fiber,Credit Card,945.58,5142.73,117.4,2.0,0.0,6.0,0.0,No
CUST10170,Female,40,Jaipur,38,Monthly,Basic,Fiber,Debit Card,966.18,33109.22,140.4,3.0,1.0,7.0,10.0,No
CUST10171,Male,56,Mumbai,30,Quarterly,Standard,Fiber,Credit Card,1090.22,33158.69,160.9,3.0,0.0,8.0,0.0,No
CUST10172,Male,62,Jaipur,15,Monthly,Premium,,Debit Card,1332.12,19960.65,2.8,2.0,0.0,8.0,5.0,No
CUST10173,Female,32,Bengaluru,8,Quarterly,Standard,DSL,Credit Card,1111.86,7210.91,128.4,3.0,2.0,6.0,10.0,Yes
CUST10174,Female,60,Pune,14,Monthly,Premium,DSL,Debit Card,1574.2,17571.35,64.1,3.0,0.0,5.0,20.0,Yes
CUST10175,Female,46,Jaipur,22,Monthly,,DSL,UPI,1450.43,30256.51,109.5,2.0,1.0,4.0,5.0,No
CUST10176,Male,53,Mumbai,18,Yearly,Premium,DSL,Credit Card,1383.22,18259.1,156.2,3.0,0.0,6.0,25.0,No
CUST10177,Male,30,Kochi,8,Monthly,Premium,,Credit Card,1350.32,10482.49,5.8,1.0,1.0,7.0,5.0,No
CUST10178,Female,49,Hyderabad,7,Yearly,Premium,Fiber,Bank Transfer,1603.89,12654.99,224.5,2.0,1.0,7.0,0.0,No
CUST10179,Male,24,Kochi,12,Quarterly,Premium,DSL,Bank Transfer,1595.83,17718.43,89.4,1.0,0.0,10.0,5.0,No
CUST10180,Female,68,Pune,33,Monthly,Standard,Fiber,Cash,1256.75,35552.93,203.1,3.0,0.0,5.0,15.0,No
CUST10181,Female,39,Delhi,17,Quarterly,Basic,DSL,Debit Card,747.93,11556.39,110.2,2.0,0.0,7.0,5.0,No
CUST10182,Male,45,Mumbai,41,Monthly,Basic,DSL,Credit Card,679.48,24170.26,49.9,3.0,1.0,8.0,10.0,No
CUST10183,Male,19,Delhi,15,Monthly,Basic,,Bank Transfer,541.65,7411.68,5.2,3.0,1.0,7.0,5.0,No
CUST10184,Female,59,Bengaluru,36,Yearly,Basic,Fiber,Credit Card,974.98,33480.77,163.7,1.0,0.0,6.0,5.0,No
CUST10185,Female,62,Bengaluru,35,Monthly,Basic,Fiber,UPI,779.35,27476.83,125.2,3.0,2.0,4.0,0.0,No
CUST10186,Female,70,Bengaluru,17,Quarterly,Premium,Fiber,Bank Transfer,1567.6,27537.93,111.5,2.0,0.0,7.0,,Yes
CUST10187,Female,23,Hyderabad,61,Monthly,Standard,Fiber,UPI,1070.84,65460.53,161.6,,2.0,6.0,0.0,Yes
CUST10188,Male,45,Ahmedabad,37,Quarterly,Basic,Fiber,UPI,816.72,28714.52,118.0,0.0,0.0,8.0,5.0,No
CUST10189,Female,45,Bengaluru,44,Monthly,Standard,Fiber,Bank Transfer,1151.1,43467.6,165.9,5.0,0.0,8.0,15.0,No
CUST10190,Female,61,Bengaluru,36,Monthly,Standard,DSL,Bank Transfer,1028.34,31591.28,180.0,1.0,3.0,5.0,15.0,Yes
CUST10191,Female,61,Pune,17,Yearly,Basic,Fiber,Bank Transfer,928.27,15768.72,104.5,2.0,0.0,6.0,0.0,No
CUST10192,Male,37,Mumbai,57,Monthly,Premium,DSL,UPI,1506.14,,63.8,4.0,0.0,7.0,10.0,Yes
CUST10193,Male,47,Bengaluru,39,Quarterly,Basic,Fiber,Bank Transfer,1010.68,37763.71,182.8,3.0,1.0,7.0,5.0,No
CUST10194,,28,Mumbai,25,Quarterly,Standard,Fiber,Bank Transfer,1328.26,30150.0,127.9,0.0,1.0,9.0,10.0,No
CUST10195,Male,45,Jaipur,43,Quarterly,Basic,DSL,Bank Transfer,844.82,32562.39,115.8,1.0,,8.0,10.0,No
CUST10196,Male,42,Ahmedabad,46,Quarterly,Standard,DSL,Bank Transfer,1019.65,47624.6,74.5,0.0,1.0,,0.0,No
CUST10197,Male,56,Delhi,42,Monthly,Premium,Fiber,Debit Card,1618.7,54809.48,136.8,2.0,0.0,8.0,20.0,No
